BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
3800411;2204;98;v;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3802616;10583;98;6;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3813200;1763;98;k;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3814964;6614;98;@;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3821579;5291;98;n;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3826871;8378;-1;<p:>;;;;;;;;;;
3835250;2204;99;?;;ist;? I s t;;;;;;;
3837455;1763;99;I;;ist;? I s t;;;;;;;
3839219;5291;99;z;;ist;? I s t;;;;;;;
3844511;2204;-1;<p:>;;;;;;;;;;
3846716;2645;100;b;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3849362;1763;100;@;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3851126;8378;100;aI;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3859505;2645;100;n;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3862151;1322;100;d;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3863474;3968;100;r;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3867443;2204;100;U;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3869648;2204;100;k;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3871853;7055;100;@;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3878909;1763;100;n;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3880673;7055;100;t;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3887729;40571;-1;<p:>;;;;;;;;;;
3928301;1763;101;d;;Die;d i:;;;;;;;
3930065;3527;101;i:;;Die;d i:;;;;;;;
3933593;4409;102;z;;Sekunde;z e k U n d @;;;;;;;
3938003;6614;102;e;;Sekunde;z e k U n d @;;;;;;;
3944618;4850;102;k;;Sekunde;z e k U n d @;;;;;;;
3949469;3527;102;U;;Sekunde;z e k U n d @;;;;;;;
3952997;4850;102;n;;Sekunde;z e k U n d @;;;;;;;
3957848;1322;102;d;;Sekunde;z e k U n d @;;;;;;;
3959171;4850;102;@;;Sekunde;z e k U n d @;;;;;;;
3964022;2204;103;f;;vergeht;f E 6 g e: t;;;;;;;
3966227;1763;103;E;;vergeht;f E 6 g e: t;;;;;;;
3967991;1763;103;6;;vergeht;f E 6 g e: t;;;;;;;
3969755;6614;103;g;;vergeht;f E 6 g e: t;;;;;;;
3976370;3527;103;e:;;vergeht;f E 6 g e: t;;;;;;;
3979898;2204;103;t;;vergeht;f E 6 g e: t;;;;;;;
3982103;7496;104;S;;schnell;S n E l;;;;;;;
3989600;2204;104;n;;schnell;S n E l;;;;;;;
3991805;2645;104;E;;schnell;S n E l;;;;;;;
3994451;12347;104;l;;schnell;S n E l;;;;;;;
4006799;2204;105;I;;in;? I n;;;;;;;
4009004;3968;105;n;;in;? I n;;;;;;;
4012973;2204;-1;<p:>;;;;;;;;;;
4015178;8819;106;aU;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4023998;5291;106;f;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4029290;2204;106;r;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4031495;5291;106;e:;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4036787;2204;106;g;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4038992;1763;106;@;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4040756;3527;106;n;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4044284;1763;106;d;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4046048;2204;106;@;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4048253;2204;106;n;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4050458;2645;107;m;;Momenten;m o m E n t @ n;;;;;;;
4053104;3527;107;o;;Momenten;m o m E n t @ n;;;;;;;
4056632;5291;107;m;;Momenten;m o m E n t @ n;;;;;;;
4061924;3968;107;E;;Momenten;m o m E n t @ n;;;;;;;
4065893;2645;107;n;;Momenten;m o m E n t @ n;;;;;;;
4068539;1322;107;t;;Momenten;m o m E n t @ n;;;;;;;
4069862;3527;107;@;;Momenten;m o m E n t @ n;;;;;;;
4073390;7496;107;n;;Momenten;m o m E n t @ n;;;;;;;
4080887;55124;-1;<p:>;;;;;;;;;;
4136012;1322;108;d;;Die;d i:;;;;;;;
4137335;3527;108;i:;;Die;d i:;;;;;;;
4140863;3968;109;g;;große;g r o: s @;;;;;;;
4144832;1322;109;r;;große;g r o: s @;;;;;;;
4146155;7496;109;o:;;große;g r o: s @;;;;;;;
4153652;4409;109;s;;große;g r o: s @;;;;;;;
4158062;2645;109;@;;große;g r o: s @;;;;;;;
4160708;6173;110;S;;Schildkröte;S I l t k r 2: t @;;;;;;;
4166882;7055;110;I;;Schildkröte;S I l t k r 2: t @;;;;;;;
4173938;1322;110;l;;Schildkröte;S I l t k r 2: t @;;;;;;;
4175261;3527;110;t;;Schildkröte;S I l t k r 2: t @;;;;;;;
4178789;6173;110;k;;Schildkröte;S I l t k r 2: t @;;;;;;;
4184963;3527;110;r;;Schildkröte;S I l t k r 2: t @;;;;;;;
4188491;3086;110;2:;;Schildkröte;S I l t k r 2: t @;;;;;;;
4191578;2645;110;t;;Schildkröte;S I l t k r 2: t @;;;;;;;
4194224;7055;110;@;;Schildkröte;S I l t k r 2: t @;;;;;;;
4201280;6173;111;S;;schwimmt;S v I m t;;;;;;;
4207454;2645;111;v;;schwimmt;S v I m t;;;;;;;
4210100;3086;111;I;;schwimmt;S v I m t;;;;;;;
4213187;4850;111;m;;schwimmt;S v I m t;;;;;;;
4218038;3086;-1;<p:>;;;;;;;;;;
4221125;4850;112;?;;im;? I m;;;;;;;
4225976;2204;112;I;;im;? I m;;;;;;;
4228181;3968;112;m;;im;? I m;;;;;;;
4232150;3086;113;k;;klaren;k l a: r @ n;;;;;;;
4235237;3968;113;l;;klaren;k l a: r @ n;;;;;;;
4239206;7496;113;a:;;klaren;k l a: r @ n;;;;;;;
4246703;2204;113;r;;klaren;k l a: r @ n;;;;;;;
4248908;2204;113;@;;klaren;k l a: r @ n;;;;;;;
4251113;4409;113;n;;klaren;k l a: r @ n;;;;;;;
4255523;2204;114;v;;Wasser;v a s 6;;;;;;;
4257728;4409;114;a;;Wasser;v a s 6;;;;;;;
4262138;6614;114;s;;Wasser;v a s 6;;;;;;;
4268753;7055;114;6;;Wasser;v a s 6;;;;;;;
4275809;55565;-1;<p:>;;;;;;;;;;
4331375;1322;115;d;;Die;d i:;;;;;;;
4332698;3086;115;i:;;Die;d i:;;;;;;;
4335785;4850;116;z;;Sicherheit;z I C 6 h aI t;;;;;;;
4340636;1763;116;I;;Sicherheit;z I C 6 h aI t;;;;;;;
4342400;4850;116;C;;Sicherheit;z I C 6 h aI t;;;;;;;
4347251;3086;116;6;;Sicherheit;z I C 6 h aI t;;;;;;;
4350338;5732;116;h;;Sicherheit;z I C 6 h aI t;;;;;;;
4356071;10583;116;aI;;Sicherheit;z I C 6 h aI t;;;;;;;
4366655;5732;116;t;;Sicherheit;z I C 6 h aI t;;;;;;;
4372388;2204;117;?;;ist;? I s t;;;;;;;
4374593;2645;117;I;;ist;? I s t;;;;;;;
4377239;2645;117;s;;ist;? I s t;;;;;;;
4379885;1983;117;t;;ist;? I s t;;;;;;;
4381869;1983;118;d;;das;d a s;;;;;;;
4383853;3969;118;a;;das;d a s;;;;;;;
4387823;4409;118;s;;das;d a s;;;;;;;
4392233;3086;119;v;;Wichtigste;v I C t I C s t @;;;;;;;
4395320;2204;119;I;;Wichtigste;v I C t I C s t @;;;;;;;
4397525;4409;119;C;;Wichtigste;v I C t I C s t @;;;;;;;
4401935;3527;119;t;;Wichtigste;v I C t I C s t @;;;;;;;
4405463;3086;119;I;;Wichtigste;v I C t I C s t @;;;;;;;
4408550;2645;119;k;;Wichtigste;v I C t I C s t @;;;;;;;
4411196;4409;119;s;;Wichtigste;v I C t I C s t @;;;;;;;
4415606;1763;119;t;;Wichtigste;v I C t I C s t @;;;;;;;
4417370;5732;119;@;;Wichtigste;v I C t I C s t @;;;;;;;
4423103;1763;120;b;;beim;b aI m;;;;;;;
4424867;5732;120;aI;;beim;b aI m;;;;;;;
4430600;3527;120;m;;beim;b aI m;;;;;;;
4434128;3086;121;r;;Reisen;r aI z @ n;;;;;;;
4437215;11906;121;aI;;Reisen;r aI z @ n;;;;;;;
4449122;4409;121;z;;Reisen;r aI z @ n;;;;;;;
4453532;5732;121;n;;Reisen;r aI z @ n;;;;;;;
4459265;6444;-1;<p:>;;;;;;;;;;
