BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
3660173;3527;97;n;;von;f O n;;;;;;;
3663701;3527;-1;<p:>;;;;;;;;;;
3667229;1322;98;k;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3668552;10142;98;U;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3678695;5291;98;n;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3683987;1763;98;s;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3685751;21608;98;t;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3707360;3086;98;v;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3710447;12347;98;6;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3722795;1322;98;k;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3724118;10583;98;N;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3734702;8378;99;I;;ist;? I s t;;;;;;;
3743081;2204;99;z;;ist;? I s t;;;;;;;
3745286;17639;-1;<p:>;;;;;;;;;;
3762926;2204;100;b;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3765131;4850;100;@;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3769982;7055;100;aI;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3777038;3527;100;n;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3780566;2204;100;d;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3782771;3086;100;r;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3785858;3527;100;U;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3789386;1322;100;k;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3790709;2204;100;@;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3792914;7496;100;n;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3800411;3086;100;t;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
3803498;25136;-1;<p:>;;;;;;;;;;
3828635;9701;101;n;;Die;d i:;;;;;;;
3838337;17639;101;i:;;Die;d i:;;;;;;;
3855977;3527;102;z;;Sekunde;z e k U n d @;;;;;;;
3859505;8378;102;e;;Sekunde;z e k U n d @;;;;;;;
3867884;5732;102;k;;Sekunde;z e k U n d @;;;;;;;
3873617;3527;102;U;;Sekunde;z e k U n d @;;;;;;;
3877145;5291;102;n;;Sekunde;z e k U n d @;;;;;;;
3882437;1763;102;d;;Sekunde;z e k U n d @;;;;;;;
3884201;7496;102;@;;Sekunde;z e k U n d @;;;;;;;
3891698;3086;-1;<p:>;;;;;;;;;;
3894785;3527;103;f;;vergeht;f E 6 g e: t;;;;;;;
3898313;4409;103;E;;vergeht;f E 6 g e: t;;;;;;;
3902723;2204;103;6;;vergeht;f E 6 g e: t;;;;;;;
3904928;2645;103;g;;vergeht;f E 6 g e: t;;;;;;;
3907574;5732;103;e:;;vergeht;f E 6 g e: t;;;;;;;
3913307;2204;103;t;;vergeht;f E 6 g e: t;;;;;;;
3915512;7937;104;S;;schnell;S n E l;;;;;;;
3923450;2645;104;n;;schnell;S n E l;;;;;;;
3926096;1763;104;E;;schnell;S n E l;;;;;;;
3927860;11906;104;l;;schnell;S n E l;;;;;;;
3939767;17198;-1;<p:>;;;;;;;;;;
3956966;1322;105;?;;in;? I n;;;;;;;
3958289;3086;105;I;;in;? I n;;;;;;;
3961376;2645;105;n;;in;? I n;;;;;;;
3964022;11465;106;aU;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
3975488;3527;106;f;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
3979016;3086;106;r;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
3982103;5291;106;e:;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
3987395;2645;106;g;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
3990041;7937;106;N;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
3997979;1322;106;d;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
3999302;5732;106;n;;aufregenden;? aU f r e: g @ n d @ n;;;;;;;
4005035;1763;107;m;;Momenten;m o m E n t @ n;;;;;;;
4006799;4409;107;o;;Momenten;m o m E n t @ n;;;;;;;
4011209;3527;107;m;;Momenten;m o m E n t @ n;;;;;;;
4014737;5291;107;E;;Momenten;m o m E n t @ n;;;;;;;
4020029;4409;107;n;;Momenten;m o m E n t @ n;;;;;;;
4024439;5291;107;?;;Momenten;m o m E n t @ n;;;;;;;
4029731;4850;107;n;;Momenten;m o m E n t @ n;;;;;;;
4034582;73646;-1;<p:>;;;;;;;;;;
4108229;1763;108;d;;Die;d i:;;;;;;;
4109993;4850;108;i:;;Die;d i:;;;;;;;
4114844;5291;109;g;;große;g r o: s @;;;;;;;
4120136;3968;109;r;;große;g r o: s @;;;;;;;
4124105;8819;109;o:;;große;g r o: s @;;;;;;;
4132925;1322;109;s;;große;g r o: s @;;;;;;;
4134248;14111;109;@;;große;g r o: s @;;;;;;;
4148360;8819;110;S;;Schildkröte;S I l t k r 2: t @;;;;;;;
4157180;1322;110;I;;Schildkröte;S I l t k r 2: t @;;;;;;;
4158503;7937;110;l;;Schildkröte;S I l t k r 2: t @;;;;;;;
4166441;3086;110;t;;Schildkröte;S I l t k r 2: t @;;;;;;;
4169528;3086;110;k;;Schildkröte;S I l t k r 2: t @;;;;;;;
4172615;4850;110;r;;Schildkröte;S I l t k r 2: t @;;;;;;;
4177466;6173;110;2:;;Schildkröte;S I l t k r 2: t @;;;;;;;
4183640;3086;110;t;;Schildkröte;S I l t k r 2: t @;;;;;;;
4186727;10142;110;@;;Schildkröte;S I l t k r 2: t @;;;;;;;
4196870;7496;111;S;;schwimmt;S v I m t;;;;;;;
4204367;3527;111;v;;schwimmt;S v I m t;;;;;;;
4207895;3527;111;I;;schwimmt;S v I m t;;;;;;;
4211423;7937;111;m;;schwimmt;S v I m t;;;;;;;
4219361;3086;111;t;;schwimmt;S v I m t;;;;;;;
4222448;6614;112;I;;im;? I m;;;;;;;
4229063;6614;112;m;;im;? I m;;;;;;;
4235678;3968;113;k;;klaren;k l a: r @ n;;;;;;;
4239647;4409;113;l;;klaren;k l a: r @ n;;;;;;;
4244057;10583;113;a:;;klaren;k l a: r @ n;;;;;;;
4254641;2645;113;r;;klaren;k l a: r @ n;;;;;;;
4257287;1763;113;@;;klaren;k l a: r @ n;;;;;;;
4259051;6173;113;n;;klaren;k l a: r @ n;;;;;;;
4265225;3527;114;v;;Wasser;v a s 6;;;;;;;
4268753;6173;114;a;;Wasser;v a s 6;;;;;;;
4274927;5732;114;s;;Wasser;v a s 6;;;;;;;
4280660;8378;114;6;;Wasser;v a s 6;;;;;;;
4289039;73646;-1;<p:>;;;;;;;;;;
4362686;1322;115;d;;Die;d i:;;;;;;;
4364009;11024;115;i:;;Die;d i:;;;;;;;
4375034;7496;-1;<p:>;;;;;;;;;;
4382531;1322;116;z;;Sicherheit;z I C 6 h aI t;;;;;;;
4383854;3968;116;I;;Sicherheit;z I C 6 h aI t;;;;;;;
4387823;4850;116;C;;Sicherheit;z I C 6 h aI t;;;;;;;
4392674;5732;116;6;;Sicherheit;z I C 6 h aI t;;;;;;;
4398407;3968;116;h;;Sicherheit;z I C 6 h aI t;;;;;;;
4402376;11024;116;aI;;Sicherheit;z I C 6 h aI t;;;;;;;
4413401;2645;116;t;;Sicherheit;z I C 6 h aI t;;;;;;;
4416047;4409;-1;<p:>;;;;;;;;;;
4420457;2204;117;?;;ist;? I s t;;;;;;;
4422662;5732;117;I;;ist;? I s t;;;;;;;
4428395;5732;117;z;;ist;? I s t;;;;;;;
4434128;30869;-1;<p:>;;;;;;;;;;
4464998;1322;118;d;;das;d a s;;;;;;;
4466321;9701;118;a;;das;d a s;;;;;;;
4476023;1763;118;s;;das;d a s;;;;;;;
4477787;17639;-1;<p:>;;;;;;;;;;
4495427;4409;119;v;;Wichtigste;v I C t I C s t @;;;;;;;
4499837;4409;119;I;;Wichtigste;v I C t I C s t @;;;;;;;
4504247;5291;119;C;;Wichtigste;v I C t I C s t @;;;;;;;
4509539;2645;119;t;;Wichtigste;v I C t I C s t @;;;;;;;
4512185;7496;119;I;;Wichtigste;v I C t I C s t @;;;;;;;
4519682;5732;119;k;;Wichtigste;v I C t I C s t @;;;;;;;
4525415;1763;119;s;;Wichtigste;v I C t I C s t @;;;;;;;
4527179;11906;119;t;;Wichtigste;v I C t I C s t @;;;;;;;
4539086;12347;119;@;;Wichtigste;v I C t I C s t @;;;;;;;
4551434;9701;-1;<p:>;;;;;;;;;;
4561136;1322;120;b;;beim;b aI m;;;;;;;
4562459;8378;120;aI;;beim;b aI m;;;;;;;
4570838;5291;120;m;;beim;b aI m;;;;;;;
4576130;7496;121;r;;Reisen;r aI z @ n;;;;;;;
4583627;12788;121;aI;;Reisen;r aI z @ n;;;;;;;
4596416;3086;121;z;;Reisen;r aI z @ n;;;;;;;
4599503;2204;121;@;;Reisen;r aI z @ n;;;;;;;
4601708;7496;121;n;;Reisen;r aI z @ n;;;;;;;
4609205;7861;-1;<p:>;;;;;;;;;;
